order_rank,gene,block,serves,why,max_pct,max_mean,max_spec_panel,tenx_ensembl_ids,tenx_designable_matches,tenx_on_no_probe_list,ncbi_gene_id,ncbi_description,ncbi_gene_type,ncbi_nomenclature_status,ncbi_modified,gtf_ensembl_ids,gtf_gene_types,gtf_transcript_count,gtf_transcript_types,allen_max_pct_full,allen_max_pct_anchor,allen_median_pct_across_anchors,allen_n_anchors_ge50,allen_max_pct_ORBm,allen_max_pct_BMAp,target_type,symbol_qc,tenx_design_qc,isoform_qc,detectability_tier,overall_pre_vendor_status
156,Dnah5,12_GSE283418_added,012 MEA Slc17a7 Glut :: Posterior BMA glutamatergic / pallial amygdala VGLUT1,Added from GSE283418 (Berg/Scherrer Molecular Cartography 98-gene amygdala panel). Scored in Allen WMB-10X BMAp ROI; not used to replace any existing gene.,48.4,2.76,0.53,ENSMUSG00000022262,1.0,False,110082,"dynein, axonemal, heavy chain 5",protein-coding,O,20260910,ENSMUSG00000022262,protein_coding,1.0,protein_coding,48.4437751004016,012 MEA Slc17a7 Glut,14.52017596558014,0.0,29.45277100034856,48.4437751004016,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
157,Per2,13_Jesse_morphine_state,morphine-dependence state :: 11/12 ORBm anchors Up,"Added from Jesse Niehaus PL-ILA-ORB opioid-dependence DEGs (5-day escalating morphine, DESeq2 subclass pseudobulk, padj<=0.1). Ranked by how many of the 12 ORBm anchor subclasses show DE. Reports morphine-dependence state, NOT cell type. No existing gene was removed or re-ranked. || Broadest gene in Jesse's data: 11 of 12 ORBm anchors, glut 8 / GABA 3. Circadian clock.",,,,ENSMUSG00000055866,1.0,False,18627,period circadian clock 2,protein-coding,O,20260910,ENSMUSG00000055866,protein_coding,2.0,lncRNA; protein_coding,60.89598643301301,006 L4/5 IT CTX Glut,34.06823970688561,3.0,60.89598643301301,47.23895582329317,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
158,Pcsk1,13_Jesse_morphine_state,morphine-dependence state :: 9/12 ORBm anchors Up,"Added from Jesse Niehaus PL-ILA-ORB opioid-dependence DEGs (5-day escalating morphine, DESeq2 subclass pseudobulk, padj<=0.1). Ranked by how many of the 12 ORBm anchor subclasses show DE. Reports morphine-dependence state, NOT cell type. No existing gene was removed or re-ranked. || 9 of 12 anchors. Prohormone convertase 1 (proenkephalin / POMC processing).",,,,ENSMUSG00000021587,1.0,False,18548,proprotein convertase subtilisin/kexin type 1,protein-coding,O,20260910,ENSMUSG00000021587,protein_coding,3.0,protein_coding; retained_intron,67.40226986128626,029 L6b CTX Glut,44.32518538151056,7.0,67.40226986128626,58.40637450199203,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
159,Per1,13_Jesse_morphine_state,morphine-dependence state :: 8/12 ORBm anchors Up,"Added from Jesse Niehaus PL-ILA-ORB opioid-dependence DEGs (5-day escalating morphine, DESeq2 subclass pseudobulk, padj<=0.1). Ranked by how many of the 12 ORBm anchor subclasses show DE. Reports morphine-dependence state, NOT cell type. No existing gene was removed or re-ranked. || 8 of 12 anchors. Second clock gene; confirms Per2. Already listed on ORBm_ORDER as a circadian IEG; added here so it is on the shared order list.",,,,ENSMUSG00000020893,1.0,False,18626,period circadian clock 1,protein-coding,O,20260910,ENSMUSG00000020893,protein_coding,6.0,nonsense_mediated_decay; protein_coding,63.17128321085359,006 L4/5 IT CTX Glut,36.80055775808587,4.0,63.17128321085359,41.76706827309237,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
160,Camk2g,13_Jesse_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Down,"Added from Jesse Niehaus PL-ILA-ORB opioid-dependence DEGs (5-day escalating morphine, DESeq2 subclass pseudobulk, padj<=0.1). Ranked by how many of the 12 ORBm anchor subclasses show DE. Reports morphine-dependence state, NOT cell type. No existing gene was removed or re-ranked. || Strongest Down gene (glut only). Direction control. Allen ORBm max 93% (L6 CT).",93.1,7.05,,ENSMUSG00000021820,1.0,False,12325,calcium/calmodulin-dependent protein kinase II gamma,protein-coding,O,20260818,ENSMUSG00000021820,protein_coding,17.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,97.53989361702128,120 MEA Otp Foxp2 Glut,90.48450376255698,20.0,93.11052067309933,97.53989361702128,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
161,Bhlhe40,13_Jesse_morphine_state,morphine-dependence state :: 4/12 ORBm anchors Up,"Added from Jesse Niehaus PL-ILA-ORB opioid-dependence DEGs (5-day escalating morphine, DESeq2 subclass pseudobulk, padj<=0.1). Ranked by how many of the 12 ORBm anchor subclasses show DE. Reports morphine-dependence state, NOT cell type. No existing gene was removed or re-ranked. || Metabolic / circadian TF. Free on the Xenium Mouse Brain v1 base panel (0 slots).",,,,ENSMUSG00000030103,1.0,False,20893,"basic helix-loop-helix family, member e40",protein-coding,O,20260910,ENSMUSG00000030103,protein_coding,4.0,protein_coding; retained_intron,93.76838726932336,022 L5 ET CTX Glut,56.95257765192649,12.0,93.76838726932336,78.96208825357365,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
162,Sema3e,13_Jesse_morphine_state,morphine-dependence state :: 3/12 ORBm anchors Up,"Added from Jesse Niehaus PL-ILA-ORB opioid-dependence DEGs (5-day escalating morphine, DESeq2 subclass pseudobulk, padj<=0.1). Ranked by how many of the 12 ORBm anchor subclasses show DE. Reports morphine-dependence state, NOT cell type. No existing gene was removed or re-ranked. || Free on the Xenium Mouse Brain v1 base panel (0 slots).",,,,ENSMUSG00000063531,1.0,False,20349,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3E",protein-coding,O,20260910,ENSMUSG00000063531,protein_coding,3.0,protein_coding; retained_intron,88.85164932086788,004 L6 IT CTX Glut,29.5672628784143,6.0,88.85164932086788,50.87155963302752,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
163,Chrm1,14_Jesse_ORB_GPCR,ORB-enriched GPCR :: Chrm1 92% Allen ORBm (L2/3 IT),"Added from Jesse Niehaus PL-ILA-ORB enriched-GPCR list (vs the rest of the Allen 4M-cell atlas), then filtered by Allen ORBm absolute % expressing (106,122 cells). Serves the druggable receptor map. No existing gene was removed or re-ranked. || M1 muscarinic (Gq). Allen 92%, 9/12 anchors >=50%. Panel already has Chrm2 (M2, Gi) — opposite signalling.",92.0,6.68,,ENSMUSG00000032773,1.0,False,12669,"cholinergic receptor, muscarinic 1, CNS",protein-coding,O,20260910,ENSMUSG00000032773,protein_coding,3.0,protein_coding,92.01713834705153,007 L2/3 IT CTX Glut,76.1884011514675,16.0,92.01713834705153,88.15261044176707,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
164,Grm8,14_Jesse_ORB_GPCR,ORB-enriched GPCR :: Grm8 99% Allen ORBm (L5 ET),"Added from Jesse Niehaus PL-ILA-ORB enriched-GPCR list (vs the rest of the Allen 4M-cell atlas), then filtered by Allen ORBm absolute % expressing (106,122 cells). Serves the druggable receptor map. No existing gene was removed or re-ranked. || mGlu8, group III (Gi). Allen 99%, 8/12 anchors >=50%. Panel has Grm1/Grm5 (group I, Gq) only.",98.7,8.66,,ENSMUSG00000024211,1.0,False,14823,"glutamate receptor, metabotropic 8",protein-coding,O,20260910,ENSMUSG00000024211,protein_coding,7.0,lncRNA; protein_coding,98.74297940625836,022 L5 ET CTX Glut,70.83454450268883,15.0,98.74297940625836,92.39161642262418,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
165,Gpr26,14_Jesse_ORB_GPCR,ORB-enriched GPCR :: Gpr26 86% Allen ORBm (L4/5 IT),"Added from Jesse Niehaus PL-ILA-ORB enriched-GPCR list (vs the rest of the Allen 4M-cell atlas), then filtered by Allen ORBm absolute % expressing (106,122 cells). Serves the druggable receptor map. No existing gene was removed or re-ranked. || Optional high-abundance ORB GPCR. Allen 86%, 7/12 anchors >=50%. Broader than Chrm1/Cckbr; kept because it is actually visible.",85.8,6.0,,ENSMUSG00000040125,1.0,False,233919,G protein-coupled receptor 26,protein-coding,O,20260910,ENSMUSG00000040125,protein_coding,1.0,protein_coding,85.7687959299039,006 L4/5 IT CTX Glut,60.0930509255813,12.0,85.7687959299039,80.22088353413655,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
166,Rxfp1,14_Jesse_ORB_GPCR,"ORB-enriched GPCR :: Rxfp1 free on base, Allen 34% (L5 ET)","Added from Jesse Niehaus PL-ILA-ORB enriched-GPCR list (vs the rest of the Allen 4M-cell atlas), then filtered by Allen ORBm absolute % expressing (106,122 cells). Serves the druggable receptor map. No existing gene was removed or re-ranked. || Jesse's #2 ORB-enriched GPCR. Free on the Xenium Mouse Brain v1 base panel (0 slots). Circuit-proximity marker, not a morphine DEG.",34.1,2.32,,ENSMUSG00000034009,1.0,False,381489,relaxin/insulin-like family peptide receptor 1,protein-coding,O,20260910,ENSMUSG00000034009,protein_coding,4.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,34.07328162610324,022 L5 ET CTX Glut,6.299618137865226,0.0,34.07328162610324,4.422745548535325,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
167,Arid5b,16_expanded_morphine_state,morphine-dependence state :: 8/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 8 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 2; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000019947,1.0,False,71371,AT-rich interaction domain 5B,protein-coding,O,20260910,ENSMUSG00000019947,protein_coding,4.0,nonsense_mediated_decay; protein_coding; retained_intron,96.44289917090131,022 L5 ET CTX Glut,80.97105760469651,19.0,96.44289917090131,95.1305220883534,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
168,Tiparp,16_expanded_morphine_state,morphine-dependence state :: 7/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 7 of the 12 ORBm anchor subclasses (Up), glut 7 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000034640,1.0,False,99929,TCDD-inducible poly(ADP-ribose) polymerase,protein-coding,O,20260910,ENSMUSG00000034640,protein_coding,3.0,lncRNA; protein_coding,55.79819277108435,012 MEA Slc17a7 Glut,21.48724819485602,1.0,30.1088185415489,55.79819277108435,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
169,Banp,16_expanded_morphine_state,morphine-dependence state :: 7/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 7 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 1; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000025316,1.0,False,53325,BTG3 associated nuclear protein,protein-coding,O,20260812,ENSMUSG00000025316,protein_coding,16.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,82.60542168674698,012 MEA Slc17a7 Glut,70.6660933242128,15.0,77.02108467696472,82.60542168674698,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
170,Fxr1,16_expanded_morphine_state,morphine-dependence state :: 7/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 7 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 1; source lists SynPlast. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000027680,1.0,False,14359,FMR1 autosomal homolog 1,protein-coding,O,20260910,ENSMUSG00000027680,protein_coding,9.0,nonsense_mediated_decay; protein_coding; retained_intron,88.1651376146789,119 SI-MA-LPO-LHA Skor1 Glut,67.93324622406928,19.0,75.39449050548275,88.1651376146789,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
171,Maml3,16_expanded_morphine_state,morphine-dependence state :: 7/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 7 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 1; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000061143,1.0,False,433586,mastermind like transcriptional coactivator 3,protein-coding,O,20260910,ENSMUSG00000061143,protein_coding,3.0,protein_coding; retained_intron,81.1948404616429,005 L5 IT CTX Glut,61.75620356879266,15.0,81.1948404616429,76.3302752293578,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
172,Vps13a,16_expanded_morphine_state,morphine-dependence state :: 7/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 7 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 2; source lists SynPlast. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000046230,1.0,False,271564,vacuolar protein sorting 13A,protein-coding,O,20260910,ENSMUSG00000046230,protein_coding,12.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,96.76204819277109,012 MEA Slc17a7 Glut,89.85148990229496,20.0,94.70468431771894,96.76204819277109,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
173,Chd2,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000078671,1.0,False,244059,chromodomain helicase DNA binding protein 2,protein-coding,O,20260818,ENSMUSG00000078671,protein_coding,18.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,94.40366972477065,119 SI-MA-LPO-LHA Skor1 Glut,79.89950875702345,20.0,82.90986894891682,94.40366972477065,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
174,Dusp1,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000024190,1.0,False,19252,dual specificity phosphatase 1,protein-coding,O,20260818,ENSMUSG00000024190,protein_coding,6.0,lncRNA; protein_coding; retained_intron,54.479932165065,006 L4/5 IT CTX Glut,23.01284364446501,3.0,54.479932165065,22.98165137614679,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
175,Hunk,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Down), glut 6 / GABA 0; source lists IEG. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000053414,1.0,False,26559,hormonally upregulated Neu-associated kinase,protein-coding,O,20260910,ENSMUSG00000053414,protein_coding,3.0,protein_coding; retained_intron,63.40188218891601,052 Pvalb Gaba,18.54554302957069,1.0,63.40188218891601,30.65159574468085,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
176,Klf10,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Up), glut 6 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000037465,1.0,False,21847,Kruppel-like transcription factor 10,protein-coding,O,20260910,ENSMUSG00000037465,protein_coding,6.0,protein_coding,75.89952477936185,005 L5 IT CTX Glut,36.30048872736565,8.0,75.89952477936185,52.08333333333334,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
177,Zbtb25,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Down), glut 6 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000056459,1.0,False,109929,zinc finger and BTB domain containing 25,protein-coding,O,20260910,ENSMUSG00000056459,protein_coding,6.0,protein_coding,34.15159345391904,082 CEA-BST Ebf1 Pdyn Gaba,22.08586690227065,0.0,24.28684180854662,34.15159345391904,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
178,Zbtb40,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 1; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000060862,1.0,False,230848,zinc finger and BTB domain containing 40,protein-coding,O,20260818,ENSMUSG00000060862,protein_coding,3.0,protein_coding; retained_intron,28.53211009174312,119 SI-MA-LPO-LHA Skor1 Glut,22.67891062560746,0.0,26.61235573659199,28.53211009174312,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
179,Zfp46,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Down), glut 6 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000051351,1.0,False,22704,zinc finger protein 46,protein-coding,O,20260910,ENSMUSG00000051351,protein_coding,5.0,lncRNA; protein_coding,54.64357429718876,012 MEA Slc17a7 Glut,27.12246075086119,1.0,40.97654041831543,54.64357429718876,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
180,Zfp641,16_expanded_morphine_state,morphine-dependence state :: 6/12 ORBm anchors Down,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 6 of the 12 ORBm anchor subclasses (Down), glut 6 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000022987,1.0,False,239652,zinc finger protein 641,protein-coding,O,20260910,ENSMUSG00000022987,protein_coding,2.0,protein_coding,51.55106308818404,052 Pvalb Gaba,33.98272439909274,1.0,51.55106308818404,43.99082568807339,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
181,Nr4a3,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists IEG+TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000028341,1.0,False,18124,"nuclear receptor subfamily 4, group A, member 3",protein-coding,O,20260910,ENSMUSG00000028341,protein_coding,4.0,lncRNA; protein_coding,63.38860469218557,004 L6 IT CTX Glut,25.96923386294882,4.0,63.38860469218557,35.61746987951807,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
182,Crem,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists IEG+TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000063889,1.0,False,12916,cAMP responsive element modulator,protein-coding,O,20260910,ENSMUSG00000063889,protein_coding,39.0,lncRNA; nonsense_mediated_decay; protein_coding; retained_intron,64.10952704231727,005 L5 IT CTX Glut,38.80149849728826,5.0,64.10952704231727,39.85070341659489,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
183,Egr3,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists IEG+TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000033730,1.0,False,13655,early growth response 3,protein-coding,O,20260910,ENSMUSG00000033730,protein_coding,4.0,lncRNA; protein_coding; retained_intron,96.50932730356134,006 L4/5 IT CTX Glut,53.04782006253744,11.0,96.50932730356134,83.45883534136547,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
184,Egr4,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists IEG+TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000071341,1.0,False,13656,early growth response 4,protein-coding,O,20260910,ENSMUSG00000071341,protein_coding,1.0,protein_coding,60.10457885811192,006 L4/5 IT CTX Glut,24.4152977335153,3.0,60.10457885811192,29.94477911646586,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,HIGH_ge50pct,PASS_PRE_VENDOR_QC
185,Chrd,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists SynPlast. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000006958,1.0,False,12667,chordin,protein-coding,O,20260910,ENSMUSG00000006958,protein_coding,10.0,nonsense_mediated_decay; protein_coding; retained_intron,48.59588125167157,022 L5 ET CTX Glut,12.92800831494307,0.0,48.59588125167157,23.1425702811245,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
186,Etv5,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 4 / GABA 1; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000013089,1.0,False,104156,ets variant 5,protein-coding,O,20260910,ENSMUSG00000013089,protein_coding,5.0,lncRNA; nonsense_mediated_decay; protein_coding,95.82776143353838,022 L5 ET CTX Glut,51.12244713224632,10.0,95.82776143353838,40.52843193566915,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,MULTI_TRANSCRIPT_GENE_LEVEL_OK,HIGH_ge50pct,PASS_PRE_VENDOR_QC
187,Hsf5,16_expanded_morphine_state,morphine-dependence state :: 5/12 ORBm anchors Up,"Jesse Niehaus opioid-dependence DEG: differentially expressed in 5 of the 12 ORBm anchor subclasses (Up), glut 5 / GABA 0; source lists TF. Held back from the 100-slot design only for lack of slots.",,,,ENSMUSG00000070345,1.0,False,327992,heat shock transcription factor family member 5,protein-coding,O,20260807,ENSMUSG00000070345,protein_coding,1.0,protein_coding,20.10542168674699,012 MEA Slc17a7 Glut,12.29991709284507,0.0,12.74731486715659,20.10542168674699,STANDARD_MOUSE_GENE,PASS_CURRENT_NCBI_SYMBOL,PASS_V1_STANDARD_DESIGNABLE,SINGLE_TRANSCRIPT_GENE_LEVEL,MODERATE_20-50pct,PASS_PRE_VENDOR_QC
